video_source_id,exercise_id,provider,search_query,youtube_video_id,youtube_url,youtube_embed_url,channel_id,channel_title,video_title,thumbnail_url,license_type,is_embeddable,is_syndicated,duration_seconds,language,audience_safety,pregnancy_trimester,review_status,usage_policy,created_version
YTV-EX00097,EX00097,youtube,Single Side Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00098,EX00098,youtube,Single Side Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00099,EX00099,youtube,Single Side Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00100,EX00100,youtube,Single Side Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00101,EX00101,youtube,Low Impact Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00102,EX00102,youtube,Low Impact Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00103,EX00103,youtube,Low Impact Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00104,EX00104,youtube,Low Impact Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00105,EX00105,youtube,Density Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00106,EX00106,youtube,Density Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00107,EX00107,youtube,Density Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00108,EX00108,youtube,Density Dumbbells Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00109,EX00109,youtube,Bodyweight Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00110,EX00110,youtube,Bodyweight Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00111,EX00111,youtube,Bodyweight Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00112,EX00112,youtube,Bodyweight Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00113,EX00113,youtube,Slow Tempo Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00114,EX00114,youtube,Slow Tempo Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00115,EX00115,youtube,Slow Tempo Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00116,EX00116,youtube,Slow Tempo Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00117,EX00117,youtube,Pause Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00118,EX00118,youtube,Pause Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00119,EX00119,youtube,Pause Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
YTV-EX00120,EX00120,youtube,Pause Kettlebell Squat exercise demonstration Creative Commons safe form,,,,,,,,,,,,en,general_adult,not_applicable,candidate_query_only_needs_manual_video_selection,"Use YouTube official player only. Do not download, cache, rehost, or strip YouTube branding.",v0.2-youtube-ai-import-2026-06-11
