nutrition_template_id,title,audience,diet_style,goal,meal_schedule,calorie_strategy,macro_strategy,hydration_strategy,foods_to_prioritize,foods_to_limit,allergen_flags,protein_guidance,recovery_food_notes,risk_notes,data_source_hint,created_version
NT0075,Vegetarian Recovery Day - 3 Meals 1 Snack,general_adult,vegetarian,recovery_day,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0076,Vegetarian Recovery Day - 3 Meals 2 Snacks,general_adult,vegetarian,recovery_day,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0077,Vegetarian Recovery Day - Time Restricted 12 Hour Window Adult Only,general_adult,vegetarian,recovery_day,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0078,Vegetarian Recovery Day - Shift Worker Flexible,general_adult,vegetarian,recovery_day,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0079,Vegan Weight Loss - 3 Meals,general_adult,vegan,weight_loss,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0080,Vegan Weight Loss - 3 Meals 1 Snack,general_adult,vegan,weight_loss,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0081,Vegan Weight Loss - 3 Meals 2 Snacks,general_adult,vegan,weight_loss,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0082,Vegan Weight Loss - Time Restricted 12 Hour Window Adult Only,general_adult,vegan,weight_loss,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0083,Vegan Weight Loss - Shift Worker Flexible,general_adult,vegan,weight_loss,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0084,Vegan Muscle Gain - 3 Meals,general_adult,vegan,muscle_gain,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0085,Vegan Muscle Gain - 3 Meals 1 Snack,general_adult,vegan,muscle_gain,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0086,Vegan Muscle Gain - 3 Meals 2 Snacks,general_adult,vegan,muscle_gain,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0087,Vegan Muscle Gain - Time Restricted 12 Hour Window Adult Only,general_adult,vegan,muscle_gain,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0088,Vegan Muscle Gain - Shift Worker Flexible,general_adult,vegan,muscle_gain,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0089,Vegan Maintenance - 3 Meals,general_adult,vegan,maintenance,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0090,Vegan Maintenance - 3 Meals 1 Snack,general_adult,vegan,maintenance,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0091,Vegan Maintenance - 3 Meals 2 Snacks,general_adult,vegan,maintenance,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0092,Vegan Maintenance - Time Restricted 12 Hour Window Adult Only,general_adult,vegan,maintenance,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0093,Vegan Maintenance - Shift Worker Flexible,general_adult,vegan,maintenance,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0094,Vegan Endurance - 3 Meals,general_adult,vegan,endurance,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0095,Vegan Endurance - 3 Meals 1 Snack,general_adult,vegan,endurance,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0096,Vegan Endurance - 3 Meals 2 Snacks,general_adult,vegan,endurance,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0097,Vegan Endurance - Time Restricted 12 Hour Window Adult Only,general_adult,vegan,endurance,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0098,Vegan Endurance - Shift Worker Flexible,general_adult,vegan,endurance,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0099,Vegan Pregnancy Support - 3 Meals,pregnant_woman,vegan,pregnancy_support,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
