plan_day_id,plan_id,day_number,week_number,is_training_day,focus,session_summary,target_minutes,exercise_filter_tags,nutrition_focus,recovery_focus,created_version
PL0008-D037,PL0008,37,6,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0008-D038,PL0008,38,6,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0008-D039,PL0008,39,6,false,recovery,walk + mobility + hydration check,15,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0008-D040,PL0008,40,6,false,recovery,walk + mobility + hydration check,15,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0008-D041,PL0008,41,6,false,recovery,walk + mobility + hydration check,15,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0008-D042,PL0008,42,6,false,recovery,walk + mobility + hydration check,15,pull_up_goal;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D001,PL0009,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D002,PL0009,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D003,PL0009,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D004,PL0009,4,1,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D005,PL0009,5,1,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D006,PL0009,6,1,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D007,PL0009,7,1,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D008,PL0009,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D009,PL0009,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D010,PL0009,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D011,PL0009,11,2,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D012,PL0009,12,2,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D013,PL0009,13,2,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D014,PL0009,14,2,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D015,PL0009,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D016,PL0009,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D017,PL0009,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D018,PL0009,18,3,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D019,PL0009,19,3,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D020,PL0009,20,3,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D021,PL0009,21,3,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D022,PL0009,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D023,PL0009,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D024,PL0009,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D025,PL0009,25,4,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D026,PL0009,26,4,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D027,PL0009,27,4,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D028,PL0009,28,4,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D029,PL0009,29,5,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D030,PL0009,30,5,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D031,PL0009,31,5,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D032,PL0009,32,5,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D033,PL0009,33,5,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D034,PL0009,34,5,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D035,PL0009,35,5,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D036,PL0009,36,6,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D037,PL0009,37,6,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D038,PL0009,38,6,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D039,PL0009,39,6,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D040,PL0009,40,6,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D041,PL0009,41,6,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0009-D042,PL0009,42,6,false,recovery,walk + mobility + hydration check,15,push_up_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D001,PL0010,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D002,PL0010,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D003,PL0010,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D004,PL0010,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D005,PL0010,5,1,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D006,PL0010,6,1,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D007,PL0010,7,1,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D008,PL0010,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D009,PL0010,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D010,PL0010,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D011,PL0010,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D012,PL0010,12,2,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D013,PL0010,13,2,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D014,PL0010,14,2,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D015,PL0010,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D016,PL0010,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D017,PL0010,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D018,PL0010,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D019,PL0010,19,3,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D020,PL0010,20,3,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D021,PL0010,21,3,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D022,PL0010,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D023,PL0010,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D024,PL0010,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D025,PL0010,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D026,PL0010,26,4,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D027,PL0010,27,4,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0010-D028,PL0010,28,4,false,recovery,walk + mobility + hydration check,15,high_performance;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D001,PL0011,1,1,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D002,PL0011,2,1,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D003,PL0011,3,1,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D004,PL0011,4,1,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D005,PL0011,5,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D006,PL0011,6,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D007,PL0011,7,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D008,PL0011,8,2,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D009,PL0011,9,2,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D010,PL0011,10,2,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D011,PL0011,11,2,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D012,PL0011,12,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D013,PL0011,13,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D014,PL0011,14,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D015,PL0011,15,3,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D016,PL0011,16,3,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D017,PL0011,17,3,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D018,PL0011,18,3,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D019,PL0011,19,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D020,PL0011,20,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D021,PL0011,21,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D022,PL0011,22,4,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D023,PL0011,23,4,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D024,PL0011,24,4,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D025,PL0011,25,4,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D026,PL0011,26,4,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D027,PL0011,27,4,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0011-D028,PL0011,28,4,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D001,PL0012,1,1,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D002,PL0012,2,1,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D003,PL0012,3,1,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D004,PL0012,4,1,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D005,PL0012,5,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D006,PL0012,6,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D007,PL0012,7,1,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D008,PL0012,8,2,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D009,PL0012,9,2,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D010,PL0012,10,2,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D011,PL0012,11,2,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D012,PL0012,12,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D013,PL0012,13,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D014,PL0012,14,2,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D015,PL0012,15,3,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D016,PL0012,16,3,true,full_body_strength,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D017,PL0012,17,3,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D018,PL0012,18,3,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D019,PL0012,19,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D020,PL0012,20,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D021,PL0012,21,3,false,recovery,walk + mobility + hydration check,15,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D022,PL0012,22,4,true,cardio_endurance,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D023,PL0012,23,4,true,mobility_core,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D024,PL0012,24,4,true,upper_lower_split,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0012-D025,PL0012,25,4,true,skill_practice,breathing + supported strength + walking/mobility,20,pregnancy_health;pregnant_woman;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
